asset_id,asset_name,category,state,district,lat,lon,nearest_healthcare_name,nearest_healthcare_type,distance_to_healthcare_m,distance_to_healthcare_km,nearest_hospital_name,distance_to_hospital_km,nearest_clinic_name,distance_to_clinic_km,nearest_pharmacy_name,distance_to_pharmacy_km,healthcare_access_tier,hospital_access_tier
OSM_node_10718051505,Dataran Mahkota,Historic Site (Memorial),Johor,Johor Bahru,1.422618,103.6518,Caring,Pharmacy,800.7,0.801,Unnamed Hospital,1.831,Unnamed Clinic,2.289,Caring,0.801,High Access,High Emergency Access
OSM_way_1041660109,I❤MALAYSIA,Historic Site (Memorial),Johor,Johor Bahru,1.332558,103.588419,Guardian,Pharmacy,8548.9,8.549,Afiniti Wellness,11.6,Unnamed Clinic,11.374,Guardian,8.549,Limited Access,Moderate Emergency Access
OSM_node_10719628808,Masjid Al-Makmur Taman Kobena,Historic Site (Memorial),Johor,Johor Bahru,1.503381,103.696568,Guardian,Pharmacy,598.9,0.599,Hospital Permai Johor Bahru,2.278,Poliklinik Bintang,1.064,Guardian,0.599,High Access,High Emergency Access
OSM_node_12969633801,Nirvana Memorial Center (Skudai),Historic Site (Memorial),Johor,Johor Bahru,1.525922,103.65626,guardian,Pharmacy,870.7,0.871,Poliklinik Taman Anggerik,3.742,klinik ong,0.884,guardian,0.871,High Access,High Emergency Access
OSM_node_8175332117,Nirvana Memorial Park Tiram Johor,Historic Site (Memorial),Johor,Johor Bahru,1.585234,103.911909,Klinik Desa Sungai Tiram,Clinic,3501.7,3.502,Hospital Pasir Gudang,9.716,Klinik Desa Sungai Tiram,3.502,Caring,10.943,Moderate Access,Moderate Emergency Access
OSM_node_12152113915,Datuk Gong,Historic Site (Wayside Shrine),Johor,Johor Bahru,1.510989,103.650217,klinik ong,Clinic,1361.5,1.361,Columbia Asia Hospital Iskandar Puteri,3.845,klinik ong,1.362,guardian,1.412,High Access,High Emergency Access
OSM_node_13229928798,Unnamed Historic Site (Wayside Shrine),Historic Site (Wayside Shrine),Johor,Johor Bahru,1.522596,103.855393,Hospital Pasir Gudang,Hospital,1121.2,1.121,Hospital Pasir Gudang,1.121,Poliklinik Penawar,3.522,Caring,3.77,High Access,High Emergency Access
OSM_way_1383693100,Galeri Penjara Ayer Molek,Museum,Johor,Johor Bahru,1.463176,103.756776,KPJ Medical Suites,Clinic,405.0,0.405,Maria Hospital,0.434,KPJ Medical Suites,0.405,Caring,0.825,High Access,High Emergency Access
OSM_way_285861174,Istana Besar,Museum,Johor,Johor Bahru,1.455045,103.756438,KPJ Medical Suites,Clinic,994.0,0.994,Sultanah Aminah Hospital,1.225,KPJ Medical Suites,0.994,Watsons,1.081,High Access,High Emergency Access
OSM_node_9590275022,Johor Bahru Chinese Heritage Museum,Museum,Johor,Johor Bahru,1.456024,103.763277,Watsons,Pharmacy,578.5,0.579,Maria Hospital,1.181,Klinik Dr. Mahmud JB,0.743,Watsons,0.579,High Access,High Emergency Access
OSM_node_5253879660,Kite Museum Pasir Gudang,Museum,Johor,Johor Bahru,1.474044,103.906061,Klinik Wakaf,Clinic,463.4,0.463,Hospital Penawar,0.651,Klinik Wakaf,0.463,Guardian,4.212,High Access,High Emergency Access
OSM_node_6746284985,Kwong Siew Heritage Gallery,Museum,Johor,Johor Bahru,1.459075,103.766265,Guardian,Pharmacy,231.8,0.232,Maria Hospital,1.074,Klinik Dr. Mahmud JB,0.608,Guardian,0.232,High Access,High Emergency Access
OSM_way_809917440,Muzium Tokoh Johor,Museum,Johor,Johor Bahru,1.472256,103.765407,Faizal Women Specialist Clinic,Clinic,934.8,0.935,Century Orthopaedic Specialist Clinic,0.953,Faizal Women Specialist Clinic,0.935,Caring,0.987,High Access,High Emergency Access
OSM_node_13565867809,新山南方大学学院文物与艺术馆,Museum,Johor,Johor Bahru,1.533673,103.681902,Poliklinik Taman Anggerik,Clinic,756.9,0.757,Poliklinik Taman Anggerik,0.781,Poliklinik Taman Anggerik,0.757,Guardian,0.773,High Access,High Emergency Access
OSM_node_13565867810,郑良树教授书画珍藏馆,Museum,Johor,Johor Bahru,1.533756,103.681834,Poliklinik Taman Anggerik,Clinic,763.8,0.764,Poliklinik Taman Anggerik,0.789,Poliklinik Taman Anggerik,0.764,Guardian,0.767,High Access,High Emergency Access
OSM_node_3745589488,Angry Bird,Theme Park,Johor,Johor Bahru,1.463137,103.763377,Caring,Pharmacy,95.5,0.096,Maria Hospital,0.534,Klinik Dr. Mahmud JB,0.151,Caring,0.095,High Access,High Emergency Access
OSM_node_11676731626,Carton Box Theme Park,Theme Park,Johor,Johor Bahru,1.486519,103.76112,Big Pharmacy,Pharmacy,60.2,0.06,Century Orthopaedic Specialist Clinic,0.699,Theesan,0.122,Big Pharmacy,0.06,High Access,High Emergency Access
OSM_way_793463271,La Stella Water Theme Park,Theme Park,Johor,Johor Bahru,1.566181,103.720729,i-SiHAT Clinic,Clinic,1588.0,1.588,KPJ Bandar Dato Onn Specialist Hospital,3.259,i-SiHAT Clinic,1.588,Watsons,2.057,High Access,High Emergency Access
OSM_way_192574776,Legoland Malaysia,Theme Park,Johor,Johor Bahru,1.42772,103.628863,Unnamed Clinic,Clinic,365.3,0.365,Afiniti Wellness,0.664,Unnamed Clinic,0.365,Watsons,1.293,High Access,High Emergency Access
OSM_way_308040667,Legoland Malaysia Waterpark,Theme Park,Johor,Johor Bahru,1.425499,103.630384,Unnamed Clinic,Clinic,125.1,0.125,Afiniti Wellness,0.491,Unnamed Clinic,0.125,Watsons,1.414,High Access,High Emergency Access
OSM_node_5995603453,MCM Studio,Theme Park,Johor,Johor Bahru,1.506313,103.716632,Klinik Permai,Clinic,1021.2,1.021,Hospital Permai Johor Bahru,2.078,Klinik Permai,1.021,Watsons,1.651,High Access,High Emergency Access
OSM_node_1911019465,Sanrio Hello Kitty Town,Theme Park,Johor,Johor Bahru,1.416838,103.656943,Caring,Pharmacy,71.3,0.071,Unnamed Hospital,2.586,Unnamed Clinic,3.002,Caring,0.071,High Access,High Emergency Access
OSM_way_1041713047,X Park Malaysia,Theme Park,Johor,Johor Bahru,1.395195,103.624642,Guardian,Pharmacy,692.0,0.692,Afiniti Wellness,3.637,Unnamed Clinic,3.467,Guardian,0.692,High Access,High Emergency Access
OSM_node_4467748004,5 Finger Lake,Viewpoint,Johor,Johor Bahru,1.552641,103.876316,Klinik Desa Sungai Tiram,Clinic,3650.0,3.65,Hospital Pasir Gudang,4.608,Klinik Desa Sungai Tiram,3.65,Caring,6.491,Moderate Access,High Emergency Access
OSM_node_6246377787,Asrama Kebajikan Ar Rayyan,Viewpoint,Johor,Johor Bahru,1.576567,103.719006,i-SiHAT Clinic,Clinic,2325.0,2.325,KPJ Bandar Dato Onn Specialist Hospital,4.29,i-SiHAT Clinic,2.325,Watsons,3.121,Moderate Access,High Emergency Access
OSM_node_12071306508,Intake Sg Tiram,Viewpoint,Johor,Johor Bahru,1.584117,103.894104,Klinik Desa Sungai Tiram,Clinic,1526.0,1.526,Hospital Pasir Gudang,8.596,Klinik Desa Sungai Tiram,1.526,Caring,10.22,High Access,Moderate Emergency Access
OSM_node_2031222784,Legoland Malaysia Signboard,Viewpoint,Johor,Johor Bahru,1.424604,103.630479,Unnamed Clinic,Clinic,168.0,0.168,Afiniti Wellness,0.511,Unnamed Clinic,0.168,Watsons,1.42,High Access,High Emergency Access
OSM_node_6813433886,MMHE-Malaysia Marine Heavy Engineering,Viewpoint,Johor,Johor Bahru,1.455138,103.880012,KPJ Pasir Gudang Specialist Hospital,Hospital,3004.2,3.004,KPJ Pasir Gudang Specialist Hospital,3.004,Qualitas,3.173,Guardian,4.348,Moderate Access,High Emergency Access
OSM_node_7083277904,Stulang beach,Viewpoint,Johor,Johor Bahru,1.465002,103.776471,TMC Care Phaemacy,Pharmacy,316.8,0.317,Maria Hospital,1.892,Klinik Dr. Mahmud JB,1.619,TMC Care Phaemacy,0.317,High Access,High Emergency Access
OSM_node_10269561758,Shell town,Viewpoint,Johor,Johor Bahru,1.523414,103.84895,Hospital Pasir Gudang,Hospital,1677.6,1.678,Hospital Pasir Gudang,1.678,Klinik Desa Pemas Jaya,3.544,Caring,4.273,High Access,High Emergency Access
OSM_node_10269581323,Unnamed Viewpoint,Viewpoint,Johor,Johor Bahru,1.515561,103.842805,Hospital Pasir Gudang,Hospital,2008.8,2.009,Hospital Pasir Gudang,2.009,Klinik Desa Pemas Jaya,2.609,Caring,4.198,Moderate Access,High Emergency Access
OSM_node_11048916302,Unnamed Viewpoint,Viewpoint,Johor,Johor Bahru,1.595455,103.783648,Guardian,Pharmacy,3046.6,3.047,KLINIK PERGIGIAN CEMERLANG,4.887,Maternal & Child TCM Clinics,3.121,Guardian,3.047,Moderate Access,High Emergency Access
OSM_node_11911658572,Unnamed Viewpoint,Viewpoint,Johor,Johor Bahru,1.517038,103.847103,Hospital Pasir Gudang,Hospital,1559.0,1.559,Hospital Pasir Gudang,1.559,Klinik Desa Pemas Jaya,3.112,Caring,3.918,High Access,High Emergency Access
OSM_node_13229928797,Unnamed Viewpoint,Viewpoint,Johor,Johor Bahru,1.52086,103.85649,Hospital Pasir Gudang,Hospital,893.3,0.893,Hospital Pasir Gudang,0.893,Poliklinik Penawar,3.296,Caring,3.542,High Access,High Emergency Access
OSM_node_6801058093,rumah datin sarah,Viewpoint,Johor,Johor Bahru,1.469629,103.745972,KPJ Johor Specialist Hospital,Hospital,888.9,0.889,KPJ Johor Specialist Hospital,0.889,Faizal Women Specialist Clinic,1.522,Caring,2.142,High Access,High Emergency Access
OSM_way_525508996,Austin Heights Water & Adventure Park,Water Park,Johor,Johor Bahru,1.561648,103.775168,Family Health Clinic,Clinic,203.7,0.204,Sultan Ismail Hospital,2.333,Family Health Clinic,0.204,SK Pharmacy,0.348,High Access,High Emergency Access
OSM_way_1041681086,Forest City Water Park,Water Park,Johor,Johor Bahru,1.333149,103.591916,Guardian,Pharmacy,8286.1,8.286,Afiniti Wellness,11.373,Unnamed Clinic,11.156,Guardian,8.286,Limited Access,Moderate Emergency Access
OSM_node_13826205962,Unnamed Water Park,Water Park,Johor,Johor Bahru,1.465388,103.731252,KPJ Johor Specialist Hospital,Hospital,1607.0,1.607,KPJ Johor Specialist Hospital,1.607,Faizal Women Specialist Clinic,3.122,Watsons,3.615,High Access,High Emergency Access
OSM_node_10057332542,shrimp pond,Water Park,Johor,Johor Bahru,1.475517,103.942696,Klinik Medcare Kota Masai,Clinic,1180.0,1.18,Hospital Penawar,4.388,Klinik Medcare Kota Masai,1.18,Guardian,7.936,High Access,High Emergency Access
OSM_node_9989741890,Ratu,Waterfall,Johor,Johor Bahru,1.52131,103.850533,Hospital Pasir Gudang,Hospital,1396.8,1.397,Hospital Pasir Gudang,1.397,Klinik Desa Pemas Jaya,3.618,Caring,3.981,High Access,High Emergency Access
OSM_way_286195752,Johor Zoo,Zoo,Johor,Johor Bahru,1.45774,103.752884,Sultanah Aminah Hospital,Hospital,739.4,0.739,Sultanah Aminah Hospital,0.739,KPJ Medical Suites,1.026,Guardian,1.291,High Access,High Emergency Access
OSM_node_6040807087,Crown Of Johor,Attraction,Johor,Kluang,2.022959,103.311459,Klinik 1 Malaysia,Clinic,1032.9,1.033,KPJ Kluang Specialist Hospital,4.234,Klinik 1 Malaysia,1.033,am pm farmasi,1.301,High Access,High Emergency Access
OSM_node_12029044519,Malaysia's prettiest toilet,Attraction,Johor,Kluang,1.881761,103.261549,Klinik Desa Kg. Sg. Linau,Clinic,5760.1,5.76,KPJ Kluang Specialist Hospital,14.668,Klinik Desa Kg. Sg. Linau,5.76,Alpro Pharmacy Simpang Renggam,7.669,Limited Access,Moderate Emergency Access
OSM_node_13853467402,黄梨海壁画,Attraction,Johor,Kluang,1.823083,103.314891,Poliklinik Penawar,Clinic,501.0,0.501,Hospital Enche' Besar Hajjah Khalsom,20.609,Poliklinik Penawar,0.501,Vita Pharmacy Sdn Bhd,0.89,High Access,Limited Emergency Access
OSM_node_6416217923,Unnamed Gallery,Gallery,Johor,Kluang,2.031019,103.320235,Unnamed Clinic,Clinic,233.8,0.234,Hospital Enche' Besar Hajjah Khalsom,4.14,Unnamed Clinic,0.234,Watsons,0.586,High Access,High Emergency Access
OSM_node_14084420416,Perigi Raja,Historic Site,Johor,Kluang,1.882656,103.401961,Klinik Kesihatan Renggam,Clinic,674.5,0.674,Hospital Enche' Besar Hajjah Khalsom,14.949,Klinik Kesihatan Renggam,0.675,Alpro Pharmacy Simpang Renggam,11.911,High Access,Moderate Emergency Access
OSM_node_4329437500,居銮中华纪念馆,Historic Site (Memorial),Johor,Kluang,2.033469,103.329834,AM/PM Farmasi,Pharmacy,470.4,0.47,KLINIK VR FAMILY CARE,3.342,Klinik Penawar,0.666,AM/PM Farmasi,0.47,High Access,High Emergency Access
OSM_way_1284794263,Cattle Queen Park,Theme Park,Johor,Kluang,2.135709,103.448761,KLINIK VR FAMILY CARE,Hospital,14070.0,14.07,KLINIK VR FAMILY CARE,14.07,Unnamed Clinic,14.106,Sri Tengah,14.072,Low Access,Moderate Emergency Access
OSM_node_11155223380,Batu Jendela,Viewpoint,Johor,Kluang,2.028654,103.557612,Unnamed Clinic,Clinic,23021.1,23.021,KLINIK VR FAMILY CARE,23.08,Unnamed Clinic,23.021,Sri Tengah,23.084,Low Access,Limited Emergency Access
OSM_node_2528976028,Mount Lambak (North),Viewpoint,Johor,Kluang,2.027547,103.357353,Hospital Enche' Besar Hajjah Khalsom,Hospital,2588.5,2.588,Hospital Enche' Besar Hajjah Khalsom,2.589,Klinik Penawar,2.829,Sri Tengah,3.009,Moderate Access,High Emergency Access
OSM_node_5139879921,Tropical Village,Water Park,Johor,Kluang,1.897997,103.207808,klinik desa kg pt semarang,Clinic,6565.8,6.566,PKU,14.49,klinik desa kg pt semarang,6.566,Alpro Pharmacy Simpang Renggam,13.426,Limited Access,Moderate Emergency Access
OSM_node_11155273808,Lata Tangga (Waterfall),Waterfall,Johor,Kluang,2.058617,103.55608,Unnamed Clinic,Clinic,22694.6,22.695,KLINIK VR FAMILY CARE,22.738,Unnamed Clinic,22.695,Sri Tengah,22.742,Low Access,Limited Emergency Access
OSM_node_11155277297,Lata Tengkorak,Waterfall,Johor,Kluang,2.054872,103.543063,Unnamed Clinic,Clinic,21239.5,21.239,KLINIK VR FAMILY CARE,21.285,Unnamed Clinic,21.239,Sri Tengah,21.288,Low Access,Limited Emergency Access
OSM_node_11140239444,Mini waterfall,Waterfall,Johor,Kluang,2.025861,103.349726,Klinik Penawar,Clinic,2185.4,2.185,Hospital Enche' Besar Hajjah Khalsom,2.192,Klinik Penawar,2.185,AM/PM Farmasi,2.33,Moderate Access,High Emergency Access
OSM_node_11155273809,Mini waterfall,Waterfall,Johor,Kluang,2.058354,103.556228,Unnamed Clinic,Clinic,22710.4,22.71,KLINIK VR FAMILY CARE,22.754,Unnamed Clinic,22.71,Sri Tengah,22.758,Low Access,Limited Emergency Access
OSM_node_11155257355,Unnamed Waterfall,Waterfall,Johor,Kluang,2.103302,103.543932,Unnamed Clinic,Clinic,22041.4,22.041,KLINIK VR FAMILY CARE,22.059,Unnamed Clinic,22.041,Sri Tengah,22.062,Low Access,Limited Emergency Access
OSM_node_5712696421,Firefly Valley Leisure Park,Attraction,Johor,Kota Tinggi,1.703189,103.912918,Unnamed Pharmacy,Pharmacy,3178.6,3.179,Kota Tinggi Hospital,3.938,Unnamed Clinic,3.3,Unnamed Pharmacy,3.179,Moderate Access,High Emergency Access
OSM_node_6380159734,Jetty,Attraction,Johor,Kota Tinggi,1.727772,103.908481,Unnamed Clinic,Clinic,774.8,0.775,Kota Tinggi Hospital,1.409,Unnamed Clinic,0.775,Guardian,0.795,High Access,High Emergency Access
OSM_node_8118483268,Sungai Rengit Abandoned Jetty,Attraction,Johor,Kota Tinggi,1.358647,104.232565,Klinik Rafeeq & Nurul,Clinic,1356.0,1.356,Klinik Kesihatan Bandar Penawar,21.442,Klinik Rafeeq & Nurul,1.356,Guardian,42.673,High Access,Limited Emergency Access
OSM_node_5487591822,Kelong Eatery,Attraction,Johor,Kota Tinggi,1.539834,104.262036,First Aid Room,Clinic,133.0,0.133,Klinik Kesihatan Bandar Penawar,3.488,First Aid Room,0.133,Caring,43.501,High Access,High Emergency Access
OSM_node_5487591826,Kids Ahoy,Attraction,Johor,Kota Tinggi,1.539017,104.262426,First Aid Room,Clinic,70.9,0.071,Klinik Kesihatan Bandar Penawar,3.565,First Aid Room,0.071,Caring,43.534,High Access,High Emergency Access
OSM_node_7388192771,Kota Tinggi Firefly Park,Attraction,Johor,Kota Tinggi,1.726945,103.911462,Unnamed Clinic,Clinic,1050.7,1.051,Kota Tinggi Hospital,1.732,Unnamed Clinic,1.051,Guardian,1.139,High Access,High Emergency Access
OSM_node_5487574023,Kraken’s Revenge,Attraction,Johor,Kota Tinggi,1.539903,104.261639,First Aid Room,Clinic,143.2,0.143,Klinik Kesihatan Bandar Penawar,3.445,First Aid Room,0.143,Caring,43.458,High Access,High Emergency Access
OSM_node_5487591828,Li’l Warrior’s Hideout,Attraction,Johor,Kota Tinggi,1.539434,104.26303,First Aid Room,Clinic,152.4,0.152,Klinik Kesihatan Bandar Penawar,3.607,First Aid Room,0.152,Caring,43.606,High Access,High Emergency Access
OSM_node_5487591823,Penawar Falls,Attraction,Johor,Kota Tinggi,1.539238,104.262002,First Aid Room,Clinic,67.1,0.067,Klinik Kesihatan Bandar Penawar,3.512,First Aid Room,0.067,Caring,43.489,High Access,High Emergency Access
OSM_node_5684417461,Penawar River,Attraction,Johor,Kota Tinggi,1.539628,104.260832,First Aid Room,Clinic,126.9,0.127,Klinik Kesihatan Bandar Penawar,3.375,First Aid Room,0.127,Caring,43.365,High Access,High Emergency Access
OSM_node_5487574021,Penawar River Huts,Attraction,Johor,Kota Tinggi,1.539864,104.260283,First Aid Room,Clinic,89.9,0.09,Klinik Kesihatan Bandar Penawar,3.309,First Aid Room,0.09,Caring,43.307,High Access,High Emergency Access
OSM_node_5487591829,Premium Cabana #1,Attraction,Johor,Kota Tinggi,1.540451,104.263364,First Aid Room,Clinic,257.5,0.258,Klinik Kesihatan Bandar Penawar,3.599,First Aid Room,0.258,Caring,43.655,High Access,High Emergency Access
OSM_node_5487591831,Premium Cabana #21,Attraction,Johor,Kota Tinggi,1.541068,104.262618,First Aid Room,Clinic,254.6,0.255,Klinik Kesihatan Bandar Penawar,3.497,First Aid Room,0.255,Caring,43.581,High Access,High Emergency Access
OSM_node_5487591830,Premium Cabana #9,Attraction,Johor,Kota Tinggi,1.540821,104.263147,First Aid Room,Clinic,277.9,0.278,Klinik Kesihatan Bandar Penawar,3.562,First Aid Room,0.278,Caring,43.636,High Access,High Emergency Access
OSM_node_5574943264,Riptide,Attraction,Johor,Kota Tinggi,1.539454,104.260762,First Aid Room,Clinic,142.0,0.142,Klinik Kesihatan Bandar Penawar,3.376,First Aid Room,0.142,Caring,43.355,High Access,High Emergency Access
OSM_node_5574943269,Scallywags,Attraction,Johor,Kota Tinggi,1.539294,104.262789,First Aid Room,Clinic,121.6,0.122,Klinik Kesihatan Bandar Penawar,3.589,First Aid Room,0.122,Caring,43.577,High Access,High Emergency Access
OSM_node_5487591824,Seafarer’s Gift Shop,Attraction,Johor,Kota Tinggi,1.538726,104.262318,First Aid Room,Clinic,46.3,0.046,Klinik Kesihatan Bandar Penawar,3.567,First Aid Room,0.046,Caring,43.518,High Access,High Emergency Access
OSM_node_5574943270,Starfish Splash,Attraction,Johor,Kota Tinggi,1.539464,104.262638,First Aid Room,Clinic,122.0,0.122,Klinik Kesihatan Bandar Penawar,3.566,First Aid Room,0.122,Caring,43.563,High Access,High Emergency Access
OSM_node_5574943266,Super Twister,Attraction,Johor,Kota Tinggi,1.540304,104.260288,First Aid Room,Clinic,41.6,0.042,Klinik Kesihatan Bandar Penawar,3.289,First Aid Room,0.042,Caring,43.314,High Access,High Emergency Access
OSM_node_5574943261,Surf Wall,Attraction,Johor,Kota Tinggi,1.538585,104.262815,First Aid Room,Clinic,100.8,0.101,Klinik Kesihatan Bandar Penawar,3.624,First Aid Room,0.101,Caring,43.571,High Access,High Emergency Access
OSM_node_5681623278,Swinging Ship,Attraction,Johor,Kota Tinggi,1.539102,104.261994,First Aid Room,Clinic,52.1,0.052,Klinik Kesihatan Bandar Penawar,3.517,First Aid Room,0.052,Caring,43.487,High Access,High Emergency Access
OSM_node_6330125487,Teluk Sengat Crocodile Farm,Attraction,Johor,Kota Tinggi,1.565024,104.026633,Klinik Kesihatan Cahaya Baru,Clinic,11156.4,11.156,Hospital Penawar,17.332,Klinik Kesihatan Cahaya Baru,11.156,Caring,18.724,Low Access,Limited Emergency Access
OSM_node_5487567322,The Galley Snack Bar,Attraction,Johor,Kota Tinggi,1.539643,104.260429,First Aid Room,Clinic,114.2,0.114,Klinik Kesihatan Bandar Penawar,3.334,First Aid Room,0.114,Caring,43.321,High Access,High Emergency Access
OSM_node_5574943263,The Tempest,Attraction,Johor,Kota Tinggi,1.539259,104.260735,First Aid Room,Clinic,147.9,0.148,Klinik Kesihatan Bandar Penawar,3.382,First Aid Room,0.148,Caring,43.35,High Access,High Emergency Access
OSM_node_5487591825,Ticketing Counter,Attraction,Johor,Kota Tinggi,1.538393,104.262057,First Aid Room,Clinic,31.7,0.032,Klinik Kesihatan Bandar Penawar,3.557,First Aid Room,0.032,Caring,43.485,High Access,High Emergency Access
OSM_way_481696210,Unnamed Attraction,Attraction,Johor,Kota Tinggi,1.369786,104.089449,Klinik Penawar,Clinic,14908.1,14.908,Hospital Penawar,23.392,Klinik Penawar,14.908,Guardian,27.679,Low Access,Limited Emergency Access
OSM_way_881193472,Unnamed Attraction,Attraction,Johor,Kota Tinggi,1.381536,104.261988,Klinik Kesihatan Bayu Damai Pengerang,Clinic,1390.7,1.391,Klinik Kesihatan Bandar Penawar,19.18,Klinik Kesihatan Bayu Damai Pengerang,1.391,Guardian,44.985,High Access,Limited Emergency Access
OSM_node_5574943265,Wild Whirl,Attraction,Johor,Kota Tinggi,1.540337,104.260449,First Aid Room,Clinic,38.3,0.038,Klinik Kesihatan Bandar Penawar,3.304,First Aid Room,0.038,Caring,43.332,High Access,High Emergency Access
OSM_way_230066657,Pantai Desaru,Beach,Johor,Kota Tinggi,1.550557,104.265553,First Aid Room,Clinic,1236.9,1.237,Klinik Kesihatan Bandar Penawar,3.599,First Aid Room,1.237,Caring,44.041,High Access,High Emergency Access
OSM_way_491888375,Pantai Desaru,Beach,Johor,Kota Tinggi,1.547594,104.262389,First Aid Room,Clinic,798.6,0.799,Klinik Kesihatan Bandar Penawar,3.284,First Aid Room,0.799,Caring,43.647,High Access,High Emergency Access
OSM_way_494803227,Tanjung Balau Beach,Beach,Johor,Kota Tinggi,1.629159,104.251473,Poliklinik Desaru Dr.Abdullah@Maliq,Clinic,7877.3,7.877,Klinik Kesihatan Bandar Penawar,8.747,Poliklinik Desaru Dr.Abdullah@Maliq,7.877,Guardian,40.513,Limited Access,Moderate Emergency Access
OSM_node_6757641532,Pasir Bunga,Beach,Johor,Kota Tinggi,1.406828,104.105903,Klinik Penawar,Clinic,14357.5,14.357,Klinik Kesihatan Bandar Penawar,21.444,Klinik Penawar,14.357,Guardian,27.59,Low Access,Limited Emergency Access
OSM_node_5574943268,Tidal Wave Beach,Beach,Johor,Kota Tinggi,1.54039,104.26293,First Aid Room,Clinic,224.5,0.225,Klinik Kesihatan Bandar Penawar,3.557,First Aid Room,0.225,Caring,43.607,High Access,High Emergency Access
OSM_way_541901148,Unnamed Beach,Beach,Johor,Kota Tinggi,1.440863,104.294883,Klinik Kesihatan Bayu Damai Pengerang,Clinic,6324.5,6.324,Klinik Kesihatan Bandar Penawar,14.124,Klinik Kesihatan Bayu Damai Pengerang,6.325,Caring,47.247,Limited Access,Moderate Emergency Access
OSM_way_541901152,Unnamed Beach,Beach,Johor,Kota Tinggi,1.475237,104.283718,First Aid Room,Clinic,7431.3,7.431,Klinik Kesihatan Bandar Penawar,10.221,First Aid Room,7.431,Caring,45.677,Limited Access,Moderate Emergency Access
OSM_way_545007572,Unnamed Beach,Beach,Johor,Kota Tinggi,1.592873,104.256987,Klinik Kesihatan Bandar Penawar,Hospital,5209.1,5.209,Klinik Kesihatan Bandar Penawar,5.209,First Aid Room,5.793,Guardian,42.381,Limited Access,Moderate Emergency Access
OSM_way_550255983,Unnamed Beach,Beach,Johor,Kota Tinggi,1.540266,104.262826,First Aid Room,Clinic,206.8,0.207,Klinik Kesihatan Bandar Penawar,3.551,First Aid Room,0.207,Caring,43.594,High Access,High Emergency Access
OSM_way_899825276,Unnamed Beach,Beach,Johor,Kota Tinggi,1.830479,104.157103,Klinik Kesihatan Tanjung Sedili,Clinic,11832.5,11.832,Kota Tinggi Hospital,30.617,Klinik Kesihatan Tanjung Sedili,11.833,Guardian,30.49,Low Access,Remote Emergency Access
OSM_way_899825277,Unnamed Beach,Beach,Johor,Kota Tinggi,1.833671,104.158554,Klinik Kesihatan Tanjung Sedili,Clinic,11594.7,11.595,Kota Tinggi Hospital,30.891,Klinik Kesihatan Tanjung Sedili,11.595,Guardian,30.77,Low Access,Remote Emergency Access
OSM_way_1239919036,Unnamed Beach,Beach,Johor,Kota Tinggi,1.375281,104.282731,Klinik Kesihatan Bayu Damai Pengerang,Clinic,1841.4,1.841,Klinik Kesihatan Bandar Penawar,20.366,Klinik Kesihatan Bayu Damai Pengerang,1.841,Guardian,47.397,High Access,Limited Emergency Access
OSM_way_1239919037,Unnamed Beach,Beach,Johor,Kota Tinggi,1.408931,104.280915,Klinik Kesihatan Bayu Damai Pengerang,Clinic,2464.3,2.464,Klinik Kesihatan Bandar Penawar,16.743,Klinik Kesihatan Bayu Damai Pengerang,2.464,Guardian,46.298,Moderate Access,Limited Emergency Access
OSM_relation_18169092,Unnamed Beach,Beach,Johor,Kota Tinggi,1.352636,104.233957,Klinik Kesihatan Sungai Rengit,Clinic,1169.8,1.17,Klinik Kesihatan Bandar Penawar,22.108,Klinik Kesihatan Sungai Rengit,1.17,Guardian,43.057,High Access,Limited Emergency Access
OSM_node_6565337288,Kubur Awam Pasir Gogok,Historic Site (Memorial),Johor,Kota Tinggi,1.429944,104.103528,Klinik Penawar,Clinic,15864.3,15.864,Klinik Kesihatan Bandar Penawar,19.789,Klinik Penawar,15.864,Guardian,26.544,Low Access,Limited Emergency Access
OSM_way_699142816,Unnamed Historic Site (Memorial),Historic Site (Memorial),Johor,Kota Tinggi,1.430856,104.104201,Klinik Penawar,Clinic,15858.6,15.859,Klinik Kesihatan Bandar Penawar,19.665,Klinik Penawar,15.859,Guardian,26.589,Low Access,Limited Emergency Access
OSM_node_4139071123,Unnamed Historic Site (Ruins),Historic Site (Ruins),Johor,Kota Tinggi,1.369809,104.090413,Klinik Penawar,Clinic,14802.3,14.802,Hospital Penawar,23.485,Klinik Penawar,14.802,Guardian,27.77,Low Access,Limited Emergency Access
OSM_node_2571557766,Johor Lama Museum,Museum,Johor,Kota Tinggi,1.580478,104.017499,Klinik Kesihatan Cahaya Baru,Clinic,11101.9,11.102,Hospital Penawar,17.694,Klinik Kesihatan Cahaya Baru,11.102,Caring,18.623,Low Access,Limited Emergency Access
OSM_node_4142073689,Muzium Kota Tinggi,Museum,Johor,Kota Tinggi,1.737331,103.912226,Unnamed Clinic,Clinic,902.0,0.902,Kota Tinggi Hospital,1.531,Unnamed Clinic,0.902,Guardian,1.396,High Access,High Emergency Access
OSM_way_478273609,Fisherman Museum,Museum,Johor,Kota Tinggi,1.614775,104.257911,Poliklinik Desaru Dr.Abdullah@Maliq,Clinic,7229.7,7.23,Klinik Kesihatan Bandar Penawar,7.44,Poliklinik Desaru Dr.Abdullah@Maliq,7.23,Guardian,41.666,Limited Access,Moderate Emergency Access
