asset_id,asset_name,category,state,district,lat,lon,nearest_healthcare_name,nearest_healthcare_type,distance_to_healthcare_m,distance_to_healthcare_km,nearest_hospital_name,distance_to_hospital_km,nearest_clinic_name,distance_to_clinic_km,nearest_pharmacy_name,distance_to_pharmacy_km,healthcare_access_tier,hospital_access_tier
OSM_way_993213442,Tech Dome,Museum,Pulau Pinang,Timur Laut,5.414033,100.33049,Guardian,Pharmacy,152.3,0.152,Loh Guan Lye Specialists Centre,1.545,Lee Clinic,0.341,Guardian,0.152,High Access,High Emergency Access
OSM_node_11811820869,TeddyVille Museum,Museum,Pulau Pinang,Timur Laut,5.477004,100.269563,Unnamed Pharmacy,Pharmacy,1790.0,1.79,Mount Miriam Cancer Hospital,3.982,Klinik Kesihatan Tg Bungah,2.005,Unnamed Pharmacy,1.79,High Access,High Emergency Access
OSM_node_4499824989,Teochew Puppet and Opera,Museum,Pulau Pinang,Timur Laut,5.415726,100.336125,Alpro Pharmacy,Pharmacy,337.8,0.338,Loh Guan Lye Specialists Centre,2.071,The Pearl,0.339,Alpro Pharmacy,0.338,High Access,High Emergency Access
OSM_node_3103757000,The Owl Museum,Museum,Pulau Pinang,Timur Laut,5.424479,100.268803,Penang Hill Health Clinic,Clinic,29.4,0.029,Kek Lok Si (Charitable) Medical Centre,2.623,Penang Hill Health Clinic,0.029,City Healthcare Pharmacy,2.709,High Access,High Emergency Access
OSM_way_1480149280,Unnamed Museum,Museum,Pulau Pinang,Timur Laut,5.415109,100.325945,Macalister Road Health Clinic,Clinic,23.0,0.023,Loh Guan Lye Specialists Centre,1.047,Macalister Road Health Clinic,0.023,Mega Kulim Pharmacy,0.089,High Access,High Emergency Access
OSM_way_1480149289,Unnamed Museum,Museum,Pulau Pinang,Timur Laut,5.414266,100.325294,Macalister Road Health Clinic,Clinic,101.1,0.101,Loh Guan Lye Specialists Centre,1.044,Macalister Road Health Clinic,0.101,Mega Kulim Pharmacy,0.189,High Access,High Emergency Access
OSM_node_4206629990,Upside Down Museum,Museum,Pulau Pinang,Timur Laut,5.415759,100.333605,Campbell Pharmacy,Pharmacy,291.0,0.291,Loh Guan Lye Specialists Centre,1.8,Lee Clinic,0.433,Campbell Pharmacy,0.291,High Access,High Emergency Access
OSM_way_585862465,Wonderfood Museum,Museum,Pulau Pinang,Timur Laut,5.416187,100.341256,Green River,Pharmacy,72.3,0.072,Loh Guan Lye Specialists Centre,2.617,Klinik B. S. Tan,0.177,Green River,0.072,High Access,High Emergency Access
OSM_way_268854286,i-box Glass Museum Penang,Museum,Pulau Pinang,Timur Laut,5.417514,100.329529,Boom Pharmacy,Pharmacy,343.9,0.344,Loh Guan Lye Specialists Centre,1.314,Precise Rehab Georgetown,0.346,Boom Pharmacy,0.344,High Access,High Emergency Access
OSM_node_9776872227,Astro Rock View Point,Viewpoint,Pulau Pinang,Timur Laut,5.421723,100.292131,Penang Adventist Hospital,Hospital,1822.7,1.823,Penang Adventist Hospital,1.823,O2 Clinic,1.932,Drive-Through Pharmacy,2.183,High Access,High Emergency Access
OSM_node_9954031463,Big Rock,Viewpoint,Pulau Pinang,Timur Laut,5.423221,100.286117,Penang Hill Health Clinic,Clinic,1894.5,1.895,L Dental Clinic,2.114,Penang Hill Health Clinic,1.894,City Healthcare Pharmacy,2.499,High Access,High Emergency Access
OSM_node_10740493206,Fortress Hill,Viewpoint,Pulau Pinang,Timur Laut,5.371733,100.26272,Sim Pharmacy,Pharmacy,2830.3,2.83,Klinik Pergigian L,3.041,Health Clinic,3.096,Sim Pharmacy,2.83,Moderate Access,High Emergency Access
OSM_way_1087007610,Gazebo (Lookout Point),Viewpoint,Pulau Pinang,Timur Laut,5.342942,100.286424,Klinik Kesihatan Bukit Jambul,Clinic,788.9,0.789,Pantai Integrated Rehab (Satellite),2.247,Klinik Kesihatan Bukit Jambul,0.789,george town pharmacy,1.273,High Access,High Emergency Access
OSM_node_5107457523,Iconic Hill,Viewpoint,Pulau Pinang,Timur Laut,5.366501,100.282617,george town pharmacy,Pharmacy,2362.3,2.362,Klinik Pergigian L,2.478,Klinik Health Plus,2.429,george town pharmacy,2.362,Moderate Access,High Emergency Access
OSM_node_11100979606,King Kong Rock,Viewpoint,Pulau Pinang,Timur Laut,5.422769,100.287297,Air Itam Health Clinic,Clinic,1983.7,1.984,L Dental Clinic,2.055,Air Itam Health Clinic,1.984,City Healthcare Pharmacy,2.5,High Access,High Emergency Access
OSM_node_11100983805,King Kong Rock,Viewpoint,Pulau Pinang,Timur Laut,5.421773,100.286659,Air Itam Health Clinic,Clinic,1857.6,1.858,L Dental Clinic,1.948,Air Itam Health Clinic,1.858,City Healthcare Pharmacy,2.371,High Access,High Emergency Access
OSM_node_6717808987,Lena Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.397313,100.266122,Kek Lok Si (Charitable) Medical Centre,Hospital,1159.7,1.16,Kek Lok Si (Charitable) Medical Centre,1.16,Klinik Bersatu,1.285,Farmasi Rheco Sdn. Bhd.,1.457,High Access,High Emergency Access
OSM_node_9776843188,Mini Astro Rock ViewPoint,Viewpoint,Pulau Pinang,Timur Laut,5.422149,100.292636,Penang Adventist Hospital,Hospital,1749.5,1.75,Penang Adventist Hospital,1.749,Singapore women's specialist centre,1.896,Drive-Through Pharmacy,2.135,High Access,High Emergency Access
OSM_node_4664842691,Nam Shan,Viewpoint,Pulau Pinang,Timur Laut,5.365602,100.262307,Unnamed Clinic,Clinic,3069.1,3.069,Klinik Pergigian L,3.537,Unnamed Clinic,3.069,Sim Pharmacy,3.339,Moderate Access,High Emergency Access
OSM_way_268563990,Nan Hai Hui Guan,Viewpoint,Pulau Pinang,Timur Laut,5.419056,100.333553,Campbell Pharmacy,Pharmacy,95.8,0.096,Loh Guan Lye Specialists Centre,1.73,Muntri Street Health Clinic,0.299,Campbell Pharmacy,0.096,High Access,High Emergency Access
OSM_node_10698882074,Point 3 Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.430985,100.293794,Penang Adventist Hospital,Hospital,1262.1,1.262,Penang Adventist Hospital,1.262,Singapore women's specialist centre,1.392,AMPM,1.792,High Access,High Emergency Access
OSM_node_10679888908,R29,Viewpoint,Pulau Pinang,Timur Laut,5.406656,100.247444,Penang Hill Health Clinic,Clinic,3109.4,3.109,Kek Lok Si (Charitable) Medical Centre,3.16,Penang Hill Health Clinic,3.109,City Healthcare Pharmacy,3.477,Moderate Access,High Emergency Access
OSM_node_10712219528,RG7,Viewpoint,Pulau Pinang,Timur Laut,5.418149,100.255415,Penang Hill Health Clinic,Clinic,1668.7,1.669,Kek Lok Si (Charitable) Medical Centre,2.873,Penang Hill Health Clinic,1.669,City Healthcare Pharmacy,3.117,High Access,High Emergency Access
OSM_node_9211880464,Rain Gauge 6,Viewpoint,Pulau Pinang,Timur Laut,5.418147,100.262447,Penang Hill Health Clinic,Clinic,1015.9,1.016,Kek Lok Si (Charitable) Medical Centre,2.321,Penang Hill Health Clinic,1.016,City Healthcare Pharmacy,2.518,High Access,High Emergency Access
OSM_node_10698882066,Rainbow Rock,Viewpoint,Pulau Pinang,Timur Laut,5.423392,100.284283,Penang Hill Health Clinic,Clinic,1690.4,1.69,L Dental Clinic,2.161,Penang Hill Health Clinic,1.69,City Healthcare Pharmacy,2.456,High Access,High Emergency Access
OSM_node_10698882055,Red Helmet,Viewpoint,Pulau Pinang,Timur Laut,5.422143,100.28974,O2 Clinic,Clinic,1939.9,1.94,L Dental Clinic,1.994,O2 Clinic,1.94,Drive-Through Pharmacy,2.452,High Access,High Emergency Access
OSM_node_9954031465,Rest Stop 39 ViewPoint,Viewpoint,Pulau Pinang,Timur Laut,5.420054,100.284656,Air Itam Health Clinic,Clinic,1621.7,1.622,L Dental Clinic,1.79,Air Itam Health Clinic,1.622,City Healthcare Pharmacy,2.113,High Access,High Emergency Access
OSM_node_10698882082,Secret Garden,Viewpoint,Pulau Pinang,Timur Laut,5.425584,100.293351,Penang Adventist Hospital,Hospital,1476.3,1.476,Penang Adventist Hospital,1.476,Singapore women's specialist centre,1.623,AMPM,1.981,High Access,High Emergency Access
OSM_node_6873083886,Street Art - Kungfu Girl,Viewpoint,Pulau Pinang,Timur Laut,5.420131,100.335418,Muntri Street Health Clinic,Clinic,68.2,0.068,Gleneagles Penang,1.868,Muntri Street Health Clinic,0.068,Pure Pharmacy Sdn. Bhd.,0.302,High Access,High Emergency Access
OSM_node_4248787292,Top of The Pagoda,Viewpoint,Pulau Pinang,Timur Laut,5.399729,100.273375,Kek Lok Si (Charitable) Medical Centre,Hospital,335.8,0.336,Kek Lok Si (Charitable) Medical Centre,0.336,Klinik Bersatu,0.449,Farmasi Rheco Sdn. Bhd.,0.611,High Access,High Emergency Access
OSM_node_12086642669,Top of The Pagoda,Viewpoint,Pulau Pinang,Timur Laut,5.399797,100.273565,Kek Lok Si (Charitable) Medical Centre,Hospital,315.5,0.316,Kek Lok Si (Charitable) Medical Centre,0.316,Klinik Bersatu,0.427,Farmasi Rheco Sdn. Bhd.,0.588,High Access,High Emergency Access
OSM_node_1376525103,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.42413,100.269722,Penang Hill Health Clinic,Clinic,81.4,0.081,Kek Lok Si (Charitable) Medical Centre,2.559,Penang Hill Health Clinic,0.081,City Healthcare Pharmacy,2.635,High Access,High Emergency Access
OSM_node_3103757009,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.422174,100.267469,Penang Hill Health Clinic,Clinic,310.2,0.31,Kek Lok Si (Charitable) Medical Centre,2.429,Penang Hill Health Clinic,0.31,City Healthcare Pharmacy,2.544,High Access,High Emergency Access
OSM_node_4143913289,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.422875,100.284267,Penang Hill Health Clinic,Clinic,1693.6,1.694,L Dental Clinic,2.105,Penang Hill Health Clinic,1.694,City Healthcare Pharmacy,2.4,High Access,High Emergency Access
OSM_node_4143913389,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.423939,100.284257,Penang Hill Health Clinic,Clinic,1684.4,1.684,L Dental Clinic,2.222,Penang Hill Health Clinic,1.684,City Healthcare Pharmacy,2.513,High Access,High Emergency Access
OSM_node_4490964890,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.420614,100.265304,Penang Hill Health Clinic,Clinic,597.8,0.598,Kek Lok Si (Charitable) Medical Centre,2.374,Penang Hill Health Clinic,0.598,City Healthcare Pharmacy,2.524,High Access,High Emergency Access
OSM_node_6694568586,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.424292,100.276961,Penang Hill Health Clinic,Clinic,875.0,0.875,Kek Lok Si (Charitable) Medical Centre,2.5,Penang Hill Health Clinic,0.875,City Healthcare Pharmacy,2.474,High Access,High Emergency Access
OSM_node_7248957766,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.424099,100.266477,Penang Hill Health Clinic,Clinic,290.1,0.29,Kek Lok Si (Charitable) Medical Centre,2.669,Penang Hill Health Clinic,0.29,City Healthcare Pharmacy,2.784,High Access,High Emergency Access
OSM_node_10709734152,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.471348,100.263774,Unnamed Clinic,Clinic,1769.3,1.769,Mount Miriam Cancer Hospital,4.306,Unnamed Clinic,1.769,Unnamed Pharmacy,1.963,High Access,High Emergency Access
OSM_node_10709734375,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.443476,100.27338,Klinik Kesihatan Tg Bungah,Clinic,2158.5,2.159,Mount Miriam Cancer Hospital,3.467,Klinik Kesihatan Tg Bungah,2.158,Unnamed Pharmacy,2.506,Moderate Access,High Emergency Access
OSM_node_10728786300,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.353257,100.280261,george town pharmacy,Pharmacy,1755.5,1.756,Pantai Integrated Rehab (Satellite),3.377,Klinik Health Plus,1.926,george town pharmacy,1.756,High Access,High Emergency Access
OSM_node_10728871911,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.352405,100.280047,george town pharmacy,Pharmacy,1760.1,1.76,Pantai Integrated Rehab (Satellite),3.285,Klinik Health Plus,1.936,george town pharmacy,1.76,High Access,High Emergency Access
OSM_node_10736149920,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.382213,100.256765,Sim Pharmacy,Pharmacy,2906.8,2.907,Kek Lok Si (Charitable) Medical Centre,3.016,Klinik Desa Thean Teik,2.951,Sim Pharmacy,2.907,Moderate Access,High Emergency Access
OSM_node_10740803390,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.389272,100.291639,Klinik Kesihatan Bandar Baru Air Itam,Clinic,685.4,0.685,Klinik Pergigian L,0.828,Klinik Kesihatan Bandar Baru Air Itam,0.685,Healthy Pharmacy,0.788,High Access,High Emergency Access
OSM_node_11100982905,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.4214,100.286405,Air Itam Health Clinic,Clinic,1810.1,1.81,L Dental Clinic,1.909,Air Itam Health Clinic,1.81,City Healthcare Pharmacy,2.322,High Access,High Emergency Access
OSM_node_11664110170,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.410065,100.338104,Klink Bersatu Georgetown,Clinic,602.6,0.603,Loh Guan Lye Specialists Centre,2.497,Klink Bersatu Georgetown,0.603,Alpro Pharmacy,0.635,High Access,High Emergency Access
OSM_node_11830361460,Unnamed Viewpoint,Viewpoint,Pulau Pinang,Timur Laut,5.388857,100.290911,Klinik Kesihatan Bandar Baru Air Itam,Clinic,608.8,0.609,Klinik Pergigian L,0.746,Klinik Kesihatan Bandar Baru Air Itam,0.609,Healthy Pharmacy,0.709,High Access,High Emergency Access
OSM_node_7115807385,Viewing Point,Viewpoint,Pulau Pinang,Timur Laut,5.393116,100.261502,Kek Lok Si (Charitable) Medical Centre,Hospital,1834.4,1.834,Kek Lok Si (Charitable) Medical Centre,1.834,Klinik Bersatu,1.955,Farmasi Rheco Sdn. Bhd.,2.116,High Access,High Emergency Access
OSM_node_7115837185,Viewing Point,Viewpoint,Pulau Pinang,Timur Laut,5.393372,100.258136,Kek Lok Si (Charitable) Medical Centre,Hospital,2147.7,2.148,Kek Lok Si (Charitable) Medical Centre,2.148,Klinik Bersatu,2.272,Farmasi Rheco Sdn. Bhd.,2.442,Moderate Access,High Emergency Access
OSM_node_10698882056,White Helmet,Viewpoint,Pulau Pinang,Timur Laut,5.42245,100.291259,Penang Adventist Hospital,Hospital,1854.1,1.854,Penang Adventist Hospital,1.854,O2 Clinic,1.993,Drive-Through Pharmacy,2.292,High Access,High Emergency Access
OSM_way_555741381,Hock Teck Tong Tua Pek Kong temple,Viewpoint,Pulau Pinang,Timur Laut,5.412551,100.269928,Penang Hill Health Clinic,Clinic,1326.4,1.326,Kek Lok Si (Charitable) Medical Centre,1.343,Penang Hill Health Clinic,1.326,City Healthcare Pharmacy,1.501,High Access,High Emergency Access
OSM_node_1794708188,Penang Waterfall (Lower section),Waterfall,Pulau Pinang,Timur Laut,5.440369,100.283015,Penang Hill Health Clinic,Clinic,2348.8,2.349,Penang Adventist Hospital,2.634,Penang Hill Health Clinic,2.349,Unnamed Pharmacy,2.746,Moderate Access,High Emergency Access
OSM_node_12488060718,Penang Waterfall (Upper section),Waterfall,Pulau Pinang,Timur Laut,5.440429,100.282189,Penang Hill Health Clinic,Clinic,2294.7,2.295,Penang Adventist Hospital,2.722,Penang Hill Health Clinic,2.295,Unnamed Pharmacy,2.731,Moderate Access,High Emergency Access
OSM_node_7209653687,Unnamed Waterfall,Waterfall,Pulau Pinang,Timur Laut,5.399752,100.250861,Kek Lok Si (Charitable) Medical Centre,Hospital,2746.4,2.746,Kek Lok Si (Charitable) Medical Centre,2.746,Klinik Bersatu,2.875,Farmasi Rheco Sdn. Bhd.,3.067,Moderate Access,High Emergency Access
OSM_node_9396112670,Unnamed Waterfall,Waterfall,Pulau Pinang,Timur Laut,5.440079,100.286013,Penang Adventist Hospital,Hospital,2314.5,2.314,Penang Adventist Hospital,2.315,Singapore women's specialist centre,2.398,BIG Pharmacy,2.765,Moderate Access,High Emergency Access
OSM_node_9991873665,Unnamed Waterfall,Waterfall,Pulau Pinang,Timur Laut,5.387876,100.293456,Klinik Kesihatan Bandar Baru Air Itam,Clinic,905.2,0.905,Klinik Pergigian L,1.032,Klinik Kesihatan Bandar Baru Air Itam,0.905,Healthy Pharmacy,1.002,High Access,High Emergency Access
OSM_node_10303932517,Unnamed Waterfall,Waterfall,Pulau Pinang,Timur Laut,5.435628,100.291877,Penang Adventist Hospital,Hospital,1533.7,1.534,Penang Adventist Hospital,1.534,Singapore women's specialist centre,1.633,BIG Pharmacy,2.018,High Access,High Emergency Access
OSM_node_12145361828,Unnamed Waterfall,Waterfall,Pulau Pinang,Timur Laut,5.441499,100.29007,Penang Adventist Hospital,Hospital,1992.3,1.992,Penang Adventist Hospital,1.992,Singapore women's specialist centre,2.056,BIG Pharmacy,2.398,High Access,High Emergency Access
OSM_node_5052359022,Beaufort Waterfront,Attraction,Sabah,Beaufort,5.346309,115.742738,Farmasi Wan,Pharmacy,60.2,0.06,Beaufort Hospital,0.568,Klinik Kesihatan Ibu dan Anak Heritage Beaufort,0.314,Farmasi Wan,0.06,High Access,High Emergency Access
OSM_node_11813383469,Klias Rivercruise,Attraction,Sabah,Beaufort,5.454007,115.614788,Medisinar Klinik & Surgeri Beaufort,Clinic,17242.0,17.242,Unnamed Hospital,18.029,Medisinar Klinik & Surgeri Beaufort,17.242,BIG Pharmacy,18.56,Low Access,Limited Emergency Access
OSM_node_5113387023,Pilajau River Cruise,Attraction,Sabah,Beaufort,5.428224,115.6552,Medisinar Klinik & Surgeri Beaufort,Clinic,11997.3,11.997,Unnamed Hospital,12.767,Medisinar Klinik & Surgeri Beaufort,11.997,BIG Pharmacy,13.33,Low Access,Moderate Emergency Access
OSM_node_6041614485,Taman Tasik,Attraction,Sabah,Beaufort,5.345513,115.748138,Farmasi Wan,Pharmacy,547.6,0.548,Beaufort Hospital,1.032,Klinik Kesihatan Ibu dan Anak Heritage Beaufort,0.812,Farmasi Wan,0.548,High Access,High Emergency Access
OSM_node_7051779185,Unnamed Attraction,Attraction,Sabah,Beaufort,5.524719,115.792336,Medisinar Klinik & Surgeri Beaufort,Clinic,20066.1,20.066,Unnamed Hospital,20.084,Medisinar Klinik & Surgeri Beaufort,20.066,Farmasi Wan,20.49,Low Access,Limited Emergency Access
OSM_node_11693284676,Starcevich Memorial Monument,Historic Site (Monument),Sabah,Beaufort,5.343237,115.746727,Farmasi Wan,Pharmacy,517.8,0.518,Beaufort Hospital,1.094,Klinik Kesihatan Ibu dan Anak Heritage Beaufort,0.845,Farmasi Wan,0.518,High Access,High Emergency Access
OSM_node_7013117585,Weston Wetland,Viewpoint,Sabah,Beaufort,5.209373,115.589259,Klinik Lawas Cawangan Sipitang,Clinic,15189.8,15.19,Beaufort Hospital,22.96,Klinik Lawas Cawangan Sipitang,15.19,PMG Pharmacy,15.597,Low Access,Limited Emergency Access
OSM_node_11827314998,Jeti Pekan Beluran,Attraction,Sabah,Beluran,5.89832,117.556555,Beluran Hospital,Hospital,549.7,0.55,Beluran Hospital,0.55,Klinik Kesihatan Ibu dan Anak Beluran,0.652,PMG Pharmacy,52.752,High Access,High Emergency Access
OSM_node_11827309559,Muara Beluran,Attraction,Sabah,Beluran,5.898004,117.55709,Beluran Hospital,Hospital,542.9,0.543,Beluran Hospital,0.543,Klinik Kesihatan Ibu dan Anak Beluran,0.637,PMG Pharmacy,52.691,High Access,High Emergency Access
OSM_node_11827309567,Pentas Terbuka Labuk,Attraction,Sabah,Beluran,5.89712,117.55867,Beluran Hospital,Hospital,576.3,0.576,Beluran Hospital,0.576,Klinik Kesihatan Ibu dan Anak Beluran,0.639,PMG Pharmacy,52.513,High Access,High Emergency Access
OSM_relation_10039940,Pulau Landayang,Beach,Sabah,Beluran,6.805309,117.351946,Hospital Pitas,Hospital,37190.2,37.19,Hospital Pitas,37.19,Klinik Desa,90.225,Farmasi afid,113.373,Low Access,Remote Emergency Access
OSM_way_717889010,Unnamed Beach,Beach,Sabah,Beluran,6.506883,117.9177,Klinik Kesihatan Libaran Sandakan,Clinic,45491.6,45.492,Hospital Duchess of Kent,74.915,Klinik Kesihatan Libaran Sandakan,45.492,Guardian,69.771,Low Access,Remote Emergency Access
OSM_relation_10004436,Unnamed Beach,Beach,Sabah,Beluran,6.549143,117.719307,Klinik Kesihatan Libaran Sandakan,Clinic,58921.4,58.921,Beluran Hospital,74.943,Klinik Kesihatan Libaran Sandakan,58.921,Guardian,81.686,Low Access,Remote Emergency Access
OSM_relation_10010149,Unnamed Beach,Beach,Sabah,Beluran,6.612252,117.767744,Klinik Kesihatan Libaran Sandakan,Clinic,62295.2,62.295,Hospital Pitas,82.472,Klinik Kesihatan Libaran Sandakan,62.295,Guardian,85.874,Low Access,Remote Emergency Access
OSM_relation_10011706,Unnamed Beach,Beach,Sabah,Beluran,6.700268,117.514737,Hospital Pitas,Hospital,53741.6,53.742,Hospital Pitas,53.742,Klinik Kesihatan Libaran Sandakan,86.02,PMG Pharmacy,107.396,Low Access,Remote Emergency Access
OSM_relation_10011731,Unnamed Beach,Beach,Sabah,Beluran,6.779546,117.504665,Hospital Pitas,Hospital,53135.4,53.135,Hospital Pitas,53.135,Klinik Kesihatan Libaran Sandakan,93.584,PMG Pharmacy,115.494,Low Access,Remote Emergency Access
OSM_relation_10011949,Unnamed Beach,Beach,Sabah,Beluran,6.784056,117.458183,Hospital Pitas,Hospital,48133.2,48.133,Hospital Pitas,48.133,Klinik Kesihatan Libaran Sandakan,97.175,PMG Pharmacy,118.608,Low Access,Remote Emergency Access
OSM_node_6046494142,Crocker Range Park Entrance,Attraction,Sabah,Keningau,5.397178,116.097031,Sunlight Pharmacy,Pharmacy,9268.2,9.268,Hospital Keningau,9.785,Klinik Kem PPH,9.322,Sunlight Pharmacy,9.268,Limited Access,Moderate Emergency Access
OSM_node_6121124781,Matanoi Hill,Attraction,Sabah,Keningau,5.493346,116.247131,Hospital Keningau,Hospital,15356.5,15.357,Hospital Keningau,15.357,Klinik Kem PPH,17.836,Sunlight Pharmacy,19.904,Low Access,Limited Emergency Access
OSM_node_10592131276,Pusat Ziarah Keluarga Kudus Nulu Sosopon,Attraction,Sabah,Keningau,5.357752,116.123445,Sunlight Pharmacy,Pharmacy,4239.5,4.239,Hospital Keningau,6.597,Klinik Kem PPH,5.022,Sunlight Pharmacy,4.239,Moderate Access,Moderate Emergency Access
OSM_node_6121124783,Rabbit Garden,Attraction,Sabah,Keningau,5.492766,116.246858,Hospital Keningau,Hospital,15285.6,15.286,Hospital Keningau,15.286,Klinik Kem PPH,17.765,Sunlight Pharmacy,19.833,Low Access,Limited Emergency Access
OSM_node_7418553539,Unnamed Attraction,Attraction,Sabah,Keningau,5.312547,116.13762,PMG Pharmacy,Pharmacy,3420.6,3.421,Hospital Keningau,8.12,Klinik Kem PPH,5.627,PMG Pharmacy,3.421,Moderate Access,Moderate Emergency Access
OSM_node_10592131356,Unnamed Attraction,Attraction,Sabah,Keningau,5.332448,116.153155,PMG Pharmacy,Pharmacy,626.9,0.627,Hospital Keningau,5.324,Klinik Kem PPH,2.83,PMG Pharmacy,0.627,High Access,Moderate Emergency Access
OSM_node_5135650322,Kuyubin Castle,Historic Site (Castle),Sabah,Keningau,5.479167,116.276561,Hospital Keningau,Hospital,15933.9,15.934,Hospital Keningau,15.934,Klinik Kem PPH,18.415,Sunlight Pharmacy,20.514,Low Access,Limited Emergency Access
OSM_node_9963878901,Cho Huan Lai Memorial,Historic Site (Memorial),Sabah,Keningau,5.350763,116.167828,Klinik Kem PPH,Clinic,245.7,0.246,Hospital Keningau,2.729,Klinik Kem PPH,0.246,Sunlight Pharmacy,1.875,High Access,High Emergency Access
OSM_node_9951243386,Oath Stone,Historic Site (Monument),Sabah,Keningau,5.344876,116.158104,Sunlight Pharmacy,Pharmacy,752.7,0.753,Hospital Keningau,3.905,Klinik Kem PPH,1.452,Sunlight Pharmacy,0.753,High Access,High Emergency Access
OSM_node_9951243385,Muzium Warisan Keningau,Museum,Sabah,Keningau,5.345584,116.157916,Sunlight Pharmacy,Pharmacy,824.2,0.824,Hospital Keningau,3.86,Klinik Kem PPH,1.423,Sunlight Pharmacy,0.824,High Access,High Emergency Access
OSM_node_6387050485,"""To starting point"" cave signpost 1",Attraction,Sabah,Kinabatangan,5.527251,118.292365,Unnamed Hospital,Hospital,1962.9,1.963,Unnamed Hospital,1.963,Klinik Kesihatan Ibu dan Anak Sandakan,39.877,Farmasi Borneo Dispensary Sdn. Bhd.,39.758,High Access,High Emergency Access
OSM_node_6387043187,"""To the cave"" Signpost 2",Attraction,Sabah,Kinabatangan,5.527374,118.290728,Unnamed Hospital,Hospital,1929.1,1.929,Unnamed Hospital,1.929,Klinik Kesihatan Ibu dan Anak Sandakan,39.775,Farmasi Borneo Dispensary Sdn. Bhd.,39.658,High Access,High Emergency Access
OSM_node_5775948214,Bukit Piton First Class Reserve,Attraction,Sabah,Kinabatangan,5.186302,117.955353,Infapro,Hospital,25321.9,25.322,Infapro,25.322,Kelinik Kampung.,26.21,Farmasi Perdana,41.404,Low Access,Limited Emergency Access
OSM_node_6387039085,Cave,Attraction,Sabah,Kinabatangan,5.522932,118.285203,Unnamed Hospital,Hospital,1405.4,1.405,Unnamed Hospital,1.405,Kelinik Kampung.,39.629,Farmasi Borneo Dispensary Sdn. Bhd.,39.802,High Access,High Emergency Access
OSM_node_10032776717,Fig Tree Felix,Attraction,Sabah,Kinabatangan,5.494015,118.202453,Unnamed Hospital,Hospital,9540.2,9.54,Unnamed Hospital,9.54,Kelinik Kampung.,29.933,Farmasi Borneo Dispensary Sdn. Bhd.,39.551,Limited Access,Moderate Emergency Access
OSM_node_3671145188,KOPEL Reception Centre,Attraction,Sabah,Kinabatangan,5.407518,117.950593,Kelinik Kampung.,Clinic,1871.9,1.872,Klinik Kesihatan Bukit Garam,15.397,Kelinik Kampung.,1.872,Farmasi Dispensary Borneo Indah,51.323,High Access,Limited Emergency Access
OSM_node_5083386121,Kawasan Hutan Simpan,Attraction,Sabah,Kinabatangan,5.531594,118.290606,Unnamed Hospital,Hospital,2386.5,2.386,Unnamed Hospital,2.386,Klinik Kesihatan Ibu dan Anak Sandakan,39.361,Farmasi Borneo Dispensary Sdn. Bhd.,39.242,Moderate Access,High Emergency Access
OSM_node_5083370824,Palm oil plantation,Attraction,Sabah,Kinabatangan,5.535973,118.285609,Unnamed Hospital,Hospital,2843.4,2.843,Unnamed Hospital,2.843,Klinik Kesihatan Ibu dan Anak Sandakan,38.664,Farmasi Borneo Dispensary Sdn. Bhd.,38.548,Moderate Access,High Emergency Access
OSM_node_5083385423,Taman Fadzil Kg. Sukau,Attraction,Sabah,Kinabatangan,5.509016,118.28591,Unnamed Hospital,Hospital,194.0,0.194,Unnamed Hospital,0.194,Kelinik Kampung.,39.299,Farmasi Borneo Dispensary Sdn. Bhd.,41.211,High Access,High Emergency Access
OSM_node_3992158209,Tungog Rainforest Eco Camp,Attraction,Sabah,Kinabatangan,5.410822,117.962007,Kelinik Kampung.,Clinic,2539.2,2.539,Klinik Kesihatan Bukit Garam,16.216,Kelinik Kampung.,2.539,Farmasi Dispensary Borneo Indah,50.649,Moderate Access,Limited Emergency Access
